file,title,owner_subsystem,bytes,category,recommendation
satelite/astos_cfs_app/mpc_benchmark.md,Model Predictive Control (MPC) vs. PID Benchmark Report,satelite,2942,documentation,keep
satelite/benchmarks/deterministic_execution.md,Deterministic Benchmark Execution Guide — AST-OS,satelite,2149,documentation,keep
satelite/dashboard/AGENTS.md,This is NOT the Next.js you know,satelite,327,documentation,keep
satelite/dashboard/CLAUDE.md,,satelite,11,documentation,keep
satelite/dashboard/README.md,Satellite Dashboard,satelite,1131,README,keep
satelite/docs/analog_experiment_design.md,Lab Analog Experiment Design: Acoustic/Optical Metamaterial Warp Metric Emulator (TRL 2-3),satelite,5063,documentation,keep
satelite/docs/README.md,Satellite Documentation,satelite,1134,README,keep
satelite/docs/SOFTWARE_DEVELOPMENT_PLAN.md,Software Development Plan (SDP) — ASTOS Thermal OS,satelite,4703,documentation,keep
satelite/docs/SOFTWARE_VERIFICATION_PLAN.md,Software Verification Plan (SVP) — ASTOS Thermal OS,satelite,4759,documentation,keep
satelite/openmdao_integration/mdo_benchmarks.md,AST-OS OpenMDAO Multidisciplinary Design Optimization Benchmarks,satelite,3020,documentation,keep
satelite/real_telemetry_pipeline/nasa_dataset_inventory.md,NASA Spacecraft Thermal Dataset Inventory,satelite,2912,documentation,keep
satelite/real_telemetry_pipeline/real_vs_synthetic_comparison.md,Reality-to-Simulation Gap Report: ISS Telemetry vs AST-OS Models,satelite,2859,documentation,keep
satelite/real_telemetry_pipeline/telemetry_validation_report.md,AST-OS Telemetry Filtering & Data Validation Report,satelite,2781,report/audit,keep
satelite/reports/aging_report.md,Spacecraft Material Degradation & Thermal Drift Report,satelite,4316,report/audit,keep
satelite/reports/cad_optimization_report.md,CAD-Aware 3D Geometry Voxelization & Thermal Optimization Report,satelite,2610,report/audit,keep
satelite/reports/cavity_radiation_report.md,Informe de Radiación Interna de Cavidad (Fase T36),satelite,2695,report/audit,keep
satelite/reports/closed_loop_report.md,Closed-Loop Thermo-Avionics Active Predictive Control Report,satelite,2618,report/audit,keep
satelite/reports/constellation_report.md,Multi-Spacecraft Constellation Modeler Report (Phase T24),satelite,2938,report/audit,keep
satelite/reports/discovery_report.md,Autonomous Thermal Discovery Report,satelite,3610,report/audit,keep
satelite/reports/ecss_margins_summary.md,ESA ECSS Spacecraft Thermal Margins Verification Summary,satelite,1829,report/audit,keep
satelite/reports/experiment_report.md,Experimental Calibration and Hardware Validation Report,satelite,1930,report/audit,keep
satelite/reports/fdir_report.md,Informe de Diagnóstico y Mitigación Térmica FDIR (Fase T33),satelite,3060,report/audit,keep
satelite/reports/fem_correlation_report.md,FEA/FEM Professional Correlation Report,satelite,3016,report/audit,keep
satelite/reports/geometry_optimization_report.md,Radiator Geometry and Topology Optimization Report,satelite,2791,report/audit,keep
satelite/reports/hil_real_report.md,Informe de Validación de Bucle Hardware-in-the-Loop Real (Fase T34),satelite,3868,report/audit,keep
satelite/reports/hil_report.md,Hardware-in-the-Loop (HIL) Real-Time Validation Report,satelite,1915,report/audit,keep
satelite/reports/hpc_report.md,Spacecraft Thermal Twin HPC & GPU Acceleration Report,satelite,2381,report/audit,keep
satelite/reports/material_comparison_report.md,Biblioteca de Materiales COTS Aeroespaciales y Envejecimiento (Fase T32),satelite,3778,report/audit,keep
satelite/reports/observability_report.md,Informe de Observabilidad Formal y Sensibilidad del EKF (Fase T30),satelite,3695,report/audit,keep
satelite/reports/operational_validation_report.md,Operational Flight Validation Report (Phases T22),satelite,3021,report/audit,keep
satelite/reports/real_data_report.md,Spacecraft Telemetry Ingestion & Real-Data Calibration Report,satelite,1436,report/audit,keep
satelite/reports/stiffness_report.md,Spacecraft Thermo-Avionics Numerical Stiffness Report,satelite,2238,report/audit,keep
satelite/reports/stiff_benchmark_report.md,Informe de Estabilidad Numérica y Solvers Stiff (Fase T29),satelite,3983,report/audit,keep
satelite/reports/thermal_os_final_report.md,Informe de Calificación Final de Misión de 30 días (Thermal OS) (Fase T50),satelite,2434,report/audit,keep
satelite/reports/thermal_validation_report.md,Thermal Model Physical Validation Report,satelite,2073,report/audit,keep
satelite/reports/transient_power_report.md,Informe de Perfiles de Potencia Transitorios y Eventos de Shock (Fase T37),satelite,1880,report/audit,keep
satelite/reports/tvac_correlation_report.md,TVAC Thermal Telemetry Correlation & Calibration Report,satelite,2579,report/audit,keep
satelite/reports/uncertainty_report.md,Thermodynamic Uncertainty and Reliability Analysis Report,satelite,1656,report/audit,keep
satelite/satellite/API_DOCS.md,Spacecraft Thermal Twin Commercial API Technical Documentation,satelite,5503,documentation,keep
satelite/satellite/ARCHITECTURE.md,Architecture — Orbital Thermal Digital Twin,satelite,8235,documentation,keep
satelite/satellite/BUSINESS_CASE.md,Commercial Business Case & ROI: DeepSpace ThermalTwin™,satelite,4858,documentation,keep
satelite/satellite/CHANGELOG.md,Changelog — Orbital Thermal Platform,satelite,1104,documentation,keep
satelite/satellite/DEMO_SCRIPT.md,DeepSpace ThermalTwin™ — 5-Minute Live Commercial Demonstration Script,satelite,6090,documentation,keep
satelite/satellite/DEPLOYMENT.md,Spacecraft Thermal Digital Twin Deployment Manual,satelite,4116,documentation,keep
satelite/satellite/LICENSE.md,Orbital Digital Twin Commercial License Agreement,satelite,630,documentation,keep
satelite/satellite/PRICING.md,Commercial SaaS Pricing Matrix,satelite,599,documentation,keep
satelite/satellite/README.md,Satellite Python Package,satelite,1171,README,keep
satelite/satellite/ROADMAP.md,Roadmap — Orbital Thermal Digital Twin,satelite,4862,report/audit,keep
satelite/satellite/WHITEPAPER.md,DeepSpace ThermalTwin™: A Neurosymbolic Digital Twin Pipeline for Spacecraft Transient Thermodynamic Calibration and Layout Optimization in LEO,satelite,9139,documentation,keep
satelite/verification/audit_history.md,Independent Technical Audit History — AST-OS,satelite,1529,report/audit,keep
satelite/verification/benchmark_status.md,AST-OS Core Module & Benchmark Status Board,satelite,2288,documentation,keep
satelite/verification/calibration_requirements.md,Calibration Requirements — Flight Heritage & Lumped Parameter Networks,satelite,2911,documentation,keep
satelite/verification/fake_claims.md,Scientific Integrity & Exaggerated Claims Report,satelite,2002,documentation,keep
satelite/verification/index.md,Public Verification & Validation (V&V) Portal — AST-OS,satelite,2838,documentation,keep
satelite/verification/known_limitations.md,Known Technical Limitations & Constraints — AST-OS,satelite,2104,documentation,keep
satelite/verification/reproducibility.md,Scientific Reproducibility Checklist — AST-OS,satelite,1556,documentation,keep
satelite/verification/reproducibility_scorecard.md,Verification Hardening Reproducibility Scorecard,satelite,1848,documentation,keep
satelite/verification/synthetic_vs_real.md,Real Physics vs. Demo-Physics Software-in-the-Loop Audit,satelite,2065,documentation,keep
satelite/verification/trl_assessment.md,ESA/NASA Technology Readiness Level (TRL) Assessment,satelite,2974,documentation,keep
satelite/verification/verified_claims_only.md,Verified Capabilities & Technical Statements — AST-OS,satelite,2724,documentation,keep
satelite/VERIFICATION_BASELINE_v1/ACCEPTANCE_STATUS.md,VERIFICATION BASELINE v1 — Acceptance Status & Readiness Gate Assessment,satelite,6812,documentation,keep
satelite/VERIFICATION_BASELINE_v1/BASELINE_MANIFEST.md,VERIFICATION BASELINE v1 — Configuration Manifest,satelite,4594,documentation,keep
satelite/VERIFICATION_BASELINE_v1/fail_resolution_report.md,AST-OS Chief Systems Engineering — FAIL Resolution Report,satelite,10127,report/audit,keep
satelite/VERIFICATION_BASELINE_v1/regression_campaign_report.md,AST-OS — Post-Correction Regression Campaign Report,satelite,8721,report/audit,keep
satelite/VERIFICATION_BASELINE_v1/verification_dashboard.md,Spacecraft Thermal OS (AST-OS) — Verification Requirements Dashboard,satelite,3041,documentation,keep
satelite/VERIFICATION_BASELINE_v2/ACCEPTANCE_STATUS.md,VERIFICATION BASELINE v2 — Acceptance Status & Readiness Gate Assessment,satelite,4362,documentation,keep
satelite/VERIFICATION_BASELINE_v2/BASELINE_MANIFEST.md,VERIFICATION BASELINE v2 — Configuration Manifest,satelite,2650,documentation,keep
satelite/VERIFICATION_BASELINE_v2/ekf_validation_report.md,Spacecraft Thermal OS (AST-OS) — Nominal EKF Verification & Validation Report,satelite,4020,report/audit,keep
satelite/VERIFICATION_BASELINE_v2/fail_resolution_report.md,AST-OS Chief Systems Engineering — FAIL Resolution Report,satelite,10127,report/audit,keep
satelite/VERIFICATION_BASELINE_v2/regression_campaign_report.md,AST-OS — Post-Correction Regression Campaign Report,satelite,8721,report/audit,keep
satelite/VERIFICATION_BASELINE_v2/verification_dashboard.md,Spacecraft Thermal OS (AST-OS) — Verification Requirements Dashboard (v2),satelite,2909,documentation,keep
satelite/VERIFICATION_BASELINE_v3/BASELINE_MANIFEST.md,VERIFICATION BASELINE v3 - Configuration Manifest,satelite,4784,documentation,keep
satelite/VERIFICATION_BASELINE_v3/cdr_action_item_status.md,Spacecraft Thermal OS (AST-OS) - CDR Action Item Status Ledger,satelite,2805,documentation,keep
satelite/VERIFICATION_BASELINE_v3/CDR_READINESS_REVIEW.md,Spacecraft Thermal OS (AST-OS) — Critical Design Review (CDR) Readiness Report,satelite,10018,report/audit,keep
satelite/VERIFICATION_BASELINE_v3/CDR_STATUS.md,CDR Status,satelite,2430,documentation,keep
satelite/VERIFICATION_BASELINE_v3/CDR_V2_V3_COMPARISON.md,v2 vs v3 Baseline Comparison,satelite,2475,documentation,keep
satelite/VERIFICATION_BASELINE_v3/coverage_report.md,Spacecraft Thermal OS (AST-OS) - Test Coverage Verification Report,satelite,2900,report/audit,keep
satelite/VERIFICATION_BASELINE_v3/ekf_validation_report.md,Spacecraft Thermal OS (AST-OS) — Nominal EKF Verification & Validation Report,satelite,4020,report/audit,keep
satelite/VERIFICATION_BASELINE_v3/fail_resolution_report.md,AST-OS Chief Systems Engineering — FAIL Resolution Report,satelite,10127,report/audit,keep
satelite/VERIFICATION_BASELINE_v3/FREEZE_POLICY.md,Freeze Policy,satelite,1038,documentation,keep
satelite/VERIFICATION_BASELINE_v3/regression_campaign_report.md,AST-OS — Post-Correction Regression Campaign Report,satelite,8721,report/audit,keep
satelite/VERIFICATION_BASELINE_v3/verification_dashboard.md,Spacecraft Thermal OS (AST-OS) — Verification Requirements Dashboard (v2),satelite,2909,documentation,keep
satelite/VERIFICATION_BASELINE_v4/BASELINE_CERTIFICATE.md,Baseline Certificate,satelite,776,documentation,keep
satelite/VERIFICATION_BASELINE_v4/BASELINE_MANIFEST.md,VERIFICATION BASELINE v4 - Configuration Manifest,satelite,4681,documentation,keep
satelite/VERIFICATION_BASELINE_v4/black_compliance_report.md,Black Compliance Report,satelite,1680,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/cdr_action_item_status.md,CDR Action Item Status Ledger,satelite,990,documentation,keep
satelite/VERIFICATION_BASELINE_v4/cdr_final_review_board_report.md,CDR Final Review Board Report,satelite,3270,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/CDR_STATUS.md,CDR Status,satelite,1355,documentation,keep
satelite/VERIFICATION_BASELINE_v4/ekf_validation_report.md,Spacecraft Thermal OS (AST-OS) — Nominal EKF Verification & Validation Report,satelite,4020,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/fail_resolution_report.md,AST-OS Chief Systems Engineering — FAIL Resolution Report,satelite,10127,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/flight_heritage_calibration_report.md,Flight Heritage Calibration Report,satelite,3391,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/FREEZE_POLICY.md,Freeze Policy,satelite,901,documentation,keep
satelite/VERIFICATION_BASELINE_v4/heritage_report.md,Flight Heritage Validation Report,satelite,5602,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/pydantic_migration_report.md,Pydantic Migration Report,satelite,1286,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/regression_campaign_report_v3.md,AST-OS — Post-Correction Regression Campaign Report,satelite,8721,report/audit,keep
satelite/VERIFICATION_BASELINE_v4/verification_dashboard.md,Spacecraft Thermal OS (AST-OS) — Verification Requirements Dashboard (v2),satelite,2909,documentation,keep
satelite/astos_cfs_app/integration_tests/README.md,ASTOS cFS Integration Tests,satelite,1132,README,keep
satelite/docs/papers/README.md,Satellite Papers,satelite,1129,README,keep
satelite/satellite/adcs/adcs_thermal_report.md,Informe de Acoplamiento Térmico con la Dinámica de Actitud (ADCS) (Fase T42),satelite,2041,report/audit,keep
satelite/satellite/auth/README.md,Satellite Auth,satelite,1146,README,keep
satelite/satellite/autonomy/evolving_twin_report.md,Self-Evolving Digital Twin Verification Report,satelite,2072,report/audit,keep
satelite/satellite/autonomy/fault_recovery_report.md,Autonomous Fault Recovery FDIR AI Report,satelite,3068,report/audit,keep
satelite/satellite/autonomy/planner_report.md,Autonomous Spacecraft AI Mission Planner Report,satelite,5821,report/audit,keep
satelite/satellite/autonomy/rl_control_report.md,Reinforcement Learning Thermal Control Report,satelite,2009,report/audit,keep
satelite/satellite/autonomy/self_healing_report.md,Informe de Autosanación y Autocalibración del Gemelo Digital (Fase T46),satelite,1337,report/audit,keep
satelite/satellite/comms/protocol_documentation.md,Space Communications Protocol Stack (T68),satelite,2991,documentation,keep
satelite/satellite/comms/sync_simulation_report.md,10-Orbit Ground-Space state Synchronization Campaign Report,satelite,1541,report/audit,keep
satelite/satellite/constellation/cooperative_report.md,Informe de Inteligencia Térmica Cooperativa en Constelación (Fase T47),satelite,2332,report/audit,keep
satelite/satellite/constellation/swarm_report.md,Swarm Intelligence Constellation Coordination Report,satelite,2042,report/audit,keep
satelite/satellite/db/README.md,Satellite Database,satelite,1144,README,keep
satelite/satellite/deploy/DEPLOYMENT.md,Deployment Guide: Autonomous Spacecraft Thermal OS Production Platform,satelite,4054,documentation,keep
satelite/satellite/deploy/PUBLIC_DEMO.md,Public Demo Cloud Deployment & Architecture (T55),satelite,2836,documentation,keep
satelite/satellite/docs/WHITEPAPER_TECHNICAL.md,Technical Whitepaper: Autonomous Spacecraft Thermal OS,satelite,12702,documentation,keep
satelite/satellite/emc/emc_report.md,Informe de Compatibilidad Electromagnética (EMC / EMI) (Fase T41),satelite,2155,report/audit,keep
satelite/satellite/estimation/los_ekf_report.md,Informe de EKF Robusto con Resiliencia ante Pérdidas de Señal (Fase T38),satelite,2129,report/audit,keep
satelite/satellite/flight/assurance_report.md,Informe de Aseguramiento de Calidad de Software de Vuelo (ECSS + MISRA) (Fase T45),satelite,2175,report/audit,keep
satelite/satellite/flight/export_report.md,Informe de Exportación de Modelos de Vuelo (ONNX/C) (Fase T31),satelite,2487,report/audit,keep
satelite/satellite/flight/misra_check_report.md,MISRA-C:2012 Static Compliance Report,satelite,1817,report/audit,keep
satelite/satellite/flight/radiation_hardened_report.md,Radiation-Hardened AI Runtime Report,satelite,2409,report/audit,keep
satelite/satellite/flight/rtos_runtime_report.md,Informe de Restricciones de Vuelo RTOS y Determinismo (Fase T40),satelite,3475,report/audit,keep
satelite/satellite/investor/INVESTOR_PACKAGE_README.md,Venture Capital & Incubator Package (T70),satelite,944,documentation,keep
satelite/satellite/investor/market_sizing.md,TAM / SAM / SOM Market Sizing,satelite,1124,documentation,keep
satelite/satellite/investor/pilot_program.md,Flight Trial & Pilot Program (T70),satelite,1434,documentation,keep
satelite/satellite/investor/pitch_deck.md,Autonomous Spacecraft Thermal OS: Investor Pitch Deck,satelite,3730,documentation,keep
satelite/satellite/investor/pricing.md,SaaS Multi-Tenant Pricing Structure,satelite,1254,documentation,keep
satelite/satellite/investor/roadmap.md,Spacecraft Thermal OS Development Roadmap,satelite,1781,report/audit,keep
satelite/satellite/investor/technical_pitch.md,Autonomous Spacecraft Thermal OS: Technical Pitch,satelite,1844,documentation,keep
satelite/satellite/ops/mission_ops_report.md,Informe de Simulación de Operaciones de Misión (Fase T43),satelite,5438,report/audit,keep
satelite/satellite/patents/thermal_equations_candidates.md,Spacecraft Radiator Design - Discovered Equations Candidates,satelite,1555,documentation,keep
satelite/satellite/platform/thermal_os_architecture.md,Arquitectura del Sistema Operativo Térmico Autónomo (Thermal OS),satelite,1961,documentation,keep
satelite/satellite/platform/thermal_os_final_report.md,Informe de Calificación Final de Misión de 30 días (Thermal OS) (Fase T50),satelite,2434,report/audit,keep
satelite/satellite/qualification/gap_analysis.md,Análisis de Brechas y Necesidades de Calibración TRL 6 (Gap Analysis),satelite,1813,documentation,keep
satelite/satellite/qualification/hazard_analysis.md,"Failure Mode, Effects, and Criticality Analysis (FMECA)",satelite,3399,documentation,keep
satelite/satellite/qualification/QUALIFICATION_PACKAGE_README.md,ESA/NASA Space Qualification Package (T69),satelite,1121,documentation,keep
satelite/satellite/qualification/software_assurance_summary.md,Software Assurance & Compliance Summary,satelite,2226,report/audit,keep
satelite/satellite/qualification/trl6_package.md,Paquete Documental de Calificación Pre-Vuelo TRL 6 (Phase T49),satelite,3386,documentation,keep
satelite/satellite/radiation/radiation_qualification_report.md,Space Qualification Radiation Analysis Report,satelite,3133,report/audit,keep
satelite/satellite/radiation/seu_report.md,Informe de Space Radiation & Análisis SEU (Fase T39),satelite,2202,report/audit,keep
satelite/satellite/streaming/README.md,Satellite Streaming,satelite,1148,README,keep
satelite/satellite/structural/structural_analysis_report.md,Vibration & Structural Thermal Coupling Report,satelite,2754,report/audit,keep
satelite/satellite/tests/complexity_analysis.md,Computational Complexity & Scaling Analysis — Voxel Thermal Solvers,satelite,1772,documentation,keep
satelite/satellite/tests/profiling_report.md,HPC Performance Profiling Report — CAD Importer Vectorization,satelite,6276,report/audit,keep
satelite/satellite/thermal/aging_report.md,Spacecraft Material Degradation & Thermal Drift Report,satelite,4316,report/audit,keep
satelite/satellite/thermal/cad_optimization_report.md,CAD-Aware 3D Geometry Voxelization & Thermal Optimization Report,satelite,2610,report/audit,keep
satelite/satellite/thermal/cavity_radiation_report.md,Informe de Radiación Interna de Cavidad (Fase T36),satelite,2695,report/audit,keep
satelite/satellite/thermal/closed_loop_report.md,Closed-Loop Thermo-Avionics Active Predictive Control Report,satelite,2618,report/audit,keep
satelite/satellite/thermal/constellation_report.md,Multi-Spacecraft Constellation Modeler Report (Phase T24),satelite,2938,report/audit,keep
satelite/satellite/thermal/discovery_report.md,Autonomous Thermal Discovery Report,satelite,3610,report/audit,keep
satelite/satellite/thermal/ecss_margins_summary.md,ESA ECSS Spacecraft Thermal Margins Verification Summary,satelite,1829,report/audit,keep
satelite/satellite/thermal/experiment_report.md,Experimental Calibration and Hardware Validation Report,satelite,1930,report/audit,keep
satelite/satellite/thermal/fdir_report.md,Informe de Diagnóstico y Mitigación Térmica FDIR (Fase T33),satelite,3060,report/audit,keep
satelite/satellite/thermal/fem_correlation_report.md,FEA/FEM Professional Correlation Report,satelite,3082,report/audit,keep
satelite/satellite/thermal/hil_real_report.md,Informe de Validación de Bucle Hardware-in-the-Loop Real (Fase T34),satelite,3868,report/audit,keep
satelite/satellite/thermal/hil_report.md,Hardware-in-the-Loop (HIL) Real-Time Validation Report,satelite,1915,report/audit,keep
satelite/satellite/thermal/hpc_report.md,Spacecraft Thermal Twin HPC & GPU Acceleration Report,satelite,2381,report/audit,keep
satelite/satellite/thermal/material_comparison_report.md,Biblioteca de Materiales COTS Aeroespaciales y Envejecimiento (Fase T32),satelite,3778,report/audit,keep
satelite/satellite/thermal/observability_report.md,Informe de Observabilidad Formal y Sensibilidad del EKF (Fase T30),satelite,3695,report/audit,keep
satelite/satellite/thermal/operational_validation_report.md,Operational Flight Validation Report (Phases T22),satelite,3021,report/audit,keep
satelite/satellite/thermal/real_data_report.md,Spacecraft Telemetry Ingestion & Real-Data Calibration Report,satelite,1436,report/audit,keep
satelite/satellite/thermal/stiffness_report.md,Spacecraft Thermo-Avionics Numerical Stiffness Report,satelite,2238,report/audit,keep
satelite/satellite/thermal/stiff_benchmark_report.md,Informe de Estabilidad Numérica y Solvers Stiff (Fase T29),satelite,3983,report/audit,keep
satelite/satellite/thermal/thermal_validation_report.md,Thermal Model Physical Validation Report,satelite,2073,report/audit,keep
satelite/satellite/thermal/transient_power_report.md,Informe de Perfiles de Potencia Transitorios y Eventos de Shock (Fase T37),satelite,1880,report/audit,keep
satelite/satellite/thermal/tvac_correlation_report.md,TVAC Thermal Telemetry Correlation & Calibration Report,satelite,2579,report/audit,keep
satelite/satellite/thermal/uncertainty_report.md,Thermodynamic Uncertainty and Reliability Analysis Report,satelite,1656,report/audit,keep
satelite/satellite/trl/DEMO_MISSION_PLAN.md,1U Cubesat Space Flight Demonstration Plan (TRL 7),satelite,4664,documentation,keep
satelite/satellite/trl/INVESTOR_BRIEF.md,Executive Investor Brief: Smallsat Thermal Digital Twins,satelite,3552,documentation,keep
satelite/satellite/trl/QUALIFICATION_PACKAGE.md,Environmental Qualification Package & FMECA,satelite,3882,documentation,keep
satelite/satellite/trl/TRL_ASSESSMENT.md,Technology Readiness Level (TRL) Assessment,satelite,4120,documentation,keep
satelite/satellite/tvac/tvac_qualification_report.md,Space Qualification TVAC Campaign Report,satelite,2418,report/audit,keep
satelite/satellite/uq/montecarlo_report.md,Informe de Campaña de Órbitas Monte Carlo y Análisis de Sensibilidad (Fase T44),satelite,2113,report/audit,keep
satelite/satellite/validation/assimilation_report.md,Real Telemetry Assimilation Report,satelite,1860,report/audit,keep
satelite/satellite/validation/fem_correlation_report.md,Finite Element Method (FEM) Correlation Report,satelite,2745,report/audit,keep
satelite/satellite/validation/heritage_report.md,Flight Heritage Validation Report,satelite,5602,report/audit,keep
satelite/satellite/validation/satellite/validation/heritage_report.md,Informe de Validación de Vuelo Histórico (Flight Heritage) (Fase T48),satelite,2083,report/audit,keep
